Batch,Dept,Name,ID,Cluster,Room,Seat,Day,Time Slot,Room Capacity
20,BBA,Matthew Perez,826,1,Room 12,356,Day 1,Time Slot 1,35
19,BBA,David Martinez,353,1,Room 12,357,Day 1,Time Slot 1,35
19,BBA,Jessica Thompson,354,1,Room 12,358,Day 1,Time Slot 1,35
20,BBA,Matthew Perez,361,1,Room 12,359,Day 1,Time Slot 1,35
20,BBA,Isabella Green,362,1,Room 12,360,Day 1,Time Slot 1,35
19,BBA,Jessica Thompson,819,1,Room 13,361,Day 1,Time Slot 1,30
19,BBA,David Martinez,818,1,Room 13,362,Day 1,Time Slot 1,30
20,BBA,Isabella Green,212,1,Room 13,363,Day 1,Time Slot 1,30
20,BBA,Matthew Perez,211,1,Room 13,364,Day 1,Time Slot 1,30
19,BBA,Jessica Thompson,632,1,Room 13,365,Day 1,Time Slot 1,30
21,BBA,Daniel Turner,369,1,Room 13,366,Day 1,Time Slot 1,30
21,BBA,Daniel Turner,834,1,Room 13,367,Day 1,Time Slot 1,30
21,BBA,Emily Moore,370,1,Room 13,368,Day 1,Time Slot 1,30
19,BBA,David Martinez,909,1,Room 13,369,Day 1,Time Slot 1,30
20,BBA,Isabella Green,854,1,Room 13,370,Day 1,Time Slot 1,30
22,BBA,John Turner,254,1,Room 13,371,Day 1,Time Slot 1,30
19,BBA,David Martinez,262,1,Room 13,372,Day 1,Time Slot 1,30
19,BBA,Jessica Thompson,263,1,Room 13,373,Day 1,Time Slot 1,30
20,BBA,Isabella Green,886,1,Room 13,374,Day 1,Time Slot 1,30
20,BBA,Matthew Perez,885,1,Room 13,375,Day 1,Time Slot 1,30
21,BBA,Emily Moore,894,1,Room 13,376,Day 1,Time Slot 1,30
20,BBA,Matthew Perez,270,1,Room 13,377,Day 1,Time Slot 1,30
20,BBA,Isabella Green,271,1,Room 13,378,Day 1,Time Slot 1,30
19,BBA,Jessica Thompson,878,1,Room 13,379,Day 1,Time Slot 1,30
21,BBA,Emily Moore,247,1,Room 13,380,Day 1,Time Slot 1,30
21,BBA,Daniel Turner,278,1,Room 13,381,Day 1,Time Slot 1,30
21,BBA,Emily Moore,279,1,Room 13,382,Day 1,Time Slot 1,30
19,BBA,David Martinez,877,1,Room 13,383,Day 1,Time Slot 1,30
21,BBA,Daniel Turner,246,1,Room 13,384,Day 1,Time Slot 1,30
20,BBA,Matthew Perez,853,1,Room 13,385,Day 1,Time Slot 1,30
22,BBA,John Turner,286,1,Room 13,386,Day 1,Time Slot 1,30
22,BBA,Olivia Ward,870,1,Room 13,387,Day 1,Time Slot 1,30
22,BBA,John Turner,869,1,Room 13,388,Day 1,Time Slot 1,30
22,BBA,John Turner,901,1,Room 13,389,Day 1,Time Slot 1,30
22,BBA,Olivia Ward,902,1,Room 13,390,Day 1,Time Slot 1,30
19,BBA,David Martinez,294,1,Room 14,391,Day 1,Time Slot 1,25
19,BBA,Jessica Thompson,295,1,Room 14,392,Day 1,Time Slot 1,25
20,BBA,Isabella Green,239,1,Room 14,393,Day 1,Time Slot 1,25
21,BBA,Emily Moore,862,1,Room 14,394,Day 1,Time Slot 1,25
20,BBA,Matthew Perez,238,1,Room 14,395,Day 1,Time Slot 1,25
20,BBA,Matthew Perez,302,1,Room 14,396,Day 1,Time Slot 1,25
20,BBA,Isabella Green,303,1,Room 14,397,Day 1,Time Slot 1,25
21,BBA,Daniel Turner,861,1,Room 14,398,Day 1,Time Slot 1,25
21,BBA,Daniel Turner,310,1,Room 14,399,Day 1,Time Slot 1,25
21,BBA,Emily Moore,311,1,Room 14,400,Day 1,Time Slot 1,25
22,BBA,Olivia Ward,287,1,Room 14,401,Day 1,Time Slot 1,25
22,BBA,Olivia Ward,811,1,Room 14,402,Day 1,Time Slot 1,25
21,BBA,Daniel Turner,219,1,Room 14,403,Day 1,Time Slot 1,25
21,BBA,Emily Moore,402,1,Room 14,404,Day 1,Time Slot 1,25
21,BBA,Daniel Turner,802,1,Room 14,405,Day 1,Time Slot 1,25
19,BBA,David Martinez,203,1,Room 14,406,Day 1,Time Slot 1,25
20,BBA,Matthew Perez,393,1,Room 14,407,Day 1,Time Slot 1,25
20,BBA,Isabella Green,394,1,Room 14,408,Day 1,Time Slot 1,25
20,BBA,Isabella Green,795,1,Room 14,409,Day 1,Time Slot 1,25
20,BBA,Matthew Perez,794,1,Room 14,410,Day 1,Time Slot 1,25
22,BBA,John Turner,933,1,Room 14,411,Day 1,Time Slot 1,25
21,BBA,Daniel Turner,401,1,Room 14,412,Day 1,Time Slot 1,25
22,BBA,John Turner,810,1,Room 14,413,Day 1,Time Slot 1,25
22,BBA,Olivia Ward,934,1,Room 14,414,Day 1,Time Slot 1,25
22,BBA,Olivia Ward,196,1,Room 14,415,Day 1,Time Slot 1,25
22,BBA,John Turner,195,1,Room 15,416,Day 1,Time Slot 1,35
21,BBA,Emily Moore,803,1,Room 15,417,Day 1,Time Slot 1,35
22,BBA,John Turner,409,1,Room 15,418,Day 1,Time Slot 1,35
19,BBA,Jessica Thompson,787,1,Room 15,419,Day 1,Time Slot 1,35
19,BBA,David Martinez,786,1,Room 15,420,Day 1,Time Slot 1,35
19,BBA,David Martinez,417,1,Room 15,421,Day 1,Time Slot 1,35
19,BBA,Jessica Thompson,418,1,Room 15,422,Day 1,Time Slot 1,35
22,BBA,Olivia Ward,779,1,Room 15,423,Day 1,Time Slot 1,35
22,BBA,John Turner,778,1,Room 15,424,Day 1,Time Slot 1,35
21,BBA,Emily Moore,188,1,Room 15,425,Day 1,Time Slot 1,35
20,BBA,Matthew Perez,425,1,Room 15,426,Day 1,Time Slot 1,35
20,BBA,Isabella Green,426,1,Room 15,427,Day 1,Time Slot 1,35
21,BBA,Daniel Turner,187,1,Room 15,428,Day 1,Time Slot 1,35
19,BBA,David Martinez,941,1,Room 15,429,Day 1,Time Slot 1,35
21,BBA,Daniel Turner,433,1,Room 15,430,Day 1,Time Slot 1,35
22,BBA,Olivia Ward,410,1,Room 15,431,Day 1,Time Slot 1,35
19,BBA,Jessica Thompson,386,1,Room 15,432,Day 1,Time Slot 1,35
19,BBA,David Martinez,1000,1,Room 15,433,Day 1,Time Slot 1,35
22,BBA,Olivia Ward,378,1,Room 15,434,Day 1,Time Slot 1,35
21,BBA,Emily Moore,926,1,Room 15,435,Day 1,Time Slot 1,35
22,BBA,John Turner,377,1,Room 15,436,Day 1,Time Slot 1,35
21,BBA,Daniel Turner,925,1,Room 15,437,Day 1,Time Slot 1,35
19,BBA,David Martinez,385,1,Room 15,438,Day 1,Time Slot 1,35
19,BBA,Jessica Thompson,204,1,Room 15,439,Day 1,Time Slot 1,35
19,CS,Alice Johnson,872,2,Room 15,440,Day 1,Time Slot 1,35
19,CS,John Smith,780,2,Room 15,441,Day 1,Time Slot 1,35
19,CS,Alice Johnson,781,2,Room 15,442,Day 1,Time Slot 1,35
19,CS,John Smith,871,2,Room 15,443,Day 1,Time Slot 1,35
19,CS,John Smith,657,2,Room 15,444,Day 1,Time Slot 1,35
20,CS,Emma White,757,2,Room 15,445,Day 1,Time Slot 1,35
20,CS,Robert Garcia,756,2,Room 15,446,Day 1,Time Slot 1,35
22,CS,Samantha Allen,714,2,Room 15,447,Day 1,Time Slot 1,35
19,CS,Alice Johnson,658,2,Room 15,448,Day 1,Time Slot 1,35
19,CS,John Smith,716,2,Room 15,449,Day 1,Time Slot 1,35
22,CS,Samantha Allen,987,2,Room 15,450,Day 1,Time Slot 1,35
22,CS,David Harris,986,2,Room 16,451,Day 1,Time Slot 1,30
19,CS,John Smith,903,2,Room 16,452,Day 1,Time Slot 1,30
19,CS,Alice Johnson,936,2,Room 16,453,Day 1,Time Slot 1,30
20,CS,Robert Garcia,665,2,Room 16,454,Day 1,Time Slot 1,30
20,CS,Emma White,666,2,Room 16,455,Day 1,Time Slot 1,30
19,CS,John Smith,935,2,Room 16,456,Day 1,Time Slot 1,30
22,CS,Samantha Allen,960,2,Room 16,457,Day 1,Time Slot 1,30
22,CS,Samantha Allen,864,2,Room 16,458,Day 1,Time Slot 1,30
19,CS,Alice Johnson,963,2,Room 16,459,Day 1,Time Slot 1,30
19,CS,Alice Johnson,717,2,Room 16,460,Day 1,Time Slot 1,30
21,CS,Joseph Carter,732,2,Room 16,461,Day 1,Time Slot 1,30
22,CS,David Harris,863,2,Room 16,462,Day 1,Time Slot 1,30
21,CS,Abigail Young,888,2,Room 16,463,Day 1,Time Slot 1,30
19,CS,John Smith,812,2,Room 16,464,Day 1,Time Slot 1,30
19,CS,Alice Johnson,995,2,Room 16,465,Day 1,Time Slot 1,30
19,CS,John Smith,994,2,Room 16,466,Day 1,Time Slot 1,30
20,CS,Robert Garcia,943,2,Room 16,467,Day 1,Time Slot 1,30
20,CS,Emma White,944,2,Room 16,468,Day 1,Time Slot 1,30
21,CS,Joseph Carter,641,2,Room 16,469,Day 1,Time Slot 1,30
21,CS,Joseph Carter,887,2,Room 16,470,Day 1,Time Slot 1,30
19,CS,Alice Johnson,813,2,Room 16,471,Day 1,Time Slot 1,30
19,CS,John Smith,962,2,Room 16,472,Day 1,Time Slot 1,30
22,CS,David Harris,772,2,Room 16,473,Day 1,Time Slot 1,30
21,CS,Abigail Young,642,2,Room 16,474,Day 1,Time Slot 1,30
22,CS,David Harris,895,2,Room 16,475,Day 1,Time Slot 1,30
21,CS,Abigail Young,765,2,Room 16,476,Day 1,Time Slot 1,30
21,CS,Joseph Carter,764,2,Room 16,477,Day 1,Time Slot 1,30
22,CS,Samantha Allen,896,2,Room 16,478,Day 1,Time Slot 1,30
20,CS,Emma White,880,2,Room 16,479,Day 1,Time Slot 1,30
20,CS,Robert Garcia,879,2,Room 16,480,Day 1,Time Slot 1,30
22,CS,David Harris,649,2,Room 17,481,Day 1,Time Slot 1,25
22,CS,Samantha Allen,650,2,Room 17,482,Day 1,Time Slot 1,25
22,CS,Samantha Allen,773,2,Room 17,483,Day 1,Time Slot 1,25
20,CS,Emma White,725,2,Room 17,484,Day 1,Time Slot 1,25
22,CS,David Harris,713,2,Room 17,485,Day 1,Time Slot 1,25
21,CS,Abigail Young,829,2,Room 17,486,Day 1,Time Slot 1,25
22,CS,David Harris,740,2,Room 17,487,Day 1,Time Slot 1,25
20,CS,Robert Garcia,911,2,Room 17,488,Day 1,Time Slot 1,25
20,CS,Emma White,912,2,Room 17,489,Day 1,Time Slot 1,25
19,CS,John Smith,689,2,Room 17,490,Day 1,Time Slot 1,25
19,CS,Alice Johnson,690,2,Room 17,491,Day 1,Time Slot 1,25
19,CS,Alice Johnson,840,2,Room 17,492,Day 1,Time Slot 1,25
21,CS,Joseph Carter,796,2,Room 17,493,Day 1,Time Slot 1,25
21,CS,Abigail Young,797,2,Room 17,494,Day 1,Time Slot 1,25
19,CS,John Smith,839,2,Room 17,495,Day 1,Time Slot 1,25
22,CS,David Harris,804,2,Room 17,496,Day 1,Time Slot 1,25
22,CS,Samantha Allen,837,2,Room 17,497,Day 1,Time Slot 1,25
21,CS,Abigail Young,706,2,Room 17,498,Day 1,Time Slot 1,25
21,CS,Joseph Carter,705,2,Room 17,499,Day 1,Time Slot 1,25
22,CS,Samantha Allen,928,2,Room 17,500,Day 1,Time Slot 1,25
20,CS,Robert Garcia,697,2,Room 17,501,Day 1,Time Slot 1,25
21,CS,Joseph Carter,828,2,Room 17,502,Day 1,Time Slot 1,25
20,CS,Emma White,971,2,Room 17,503,Day 1,Time Slot 1,25
20,CS,Emma White,698,2,Room 17,504,Day 1,Time Slot 1,25
20,CS,Robert Garcia,970,2,Room 17,505,Day 1,Time Slot 1,25
21,CS,Abigail Young,733,2,Room 18,506,Day 1,Time Slot 1,35
22,CS,David Harris,836,2,Room 18,507,Day 1,Time Slot 1,35
21,CS,Joseph Carter,919,2,Room 18,508,Day 1,Time Slot 1,35
21,CS,Abigail Young,920,2,Room 18,509,Day 1,Time Slot 1,35
21,CS,Abigail Young,952,2,Room 18,510,Day 1,Time Slot 1,35
20,CS,Robert Garcia,788,2,Room 18,511,Day 1,Time Slot 1,35
19,CS,Alice Johnson,904,2,Room 18,512,Day 1,Time Slot 1,35
21,CS,Abigail Young,856,2,Room 18,513,Day 1,Time Slot 1,35
20,CS,Emma White,789,2,Room 18,514,Day 1,Time Slot 1,35
21,CS,Joseph Carter,673,2,Room 18,515,Day 1,Time Slot 1,35
21,CS,Abigail Young,674,2,Room 18,516,Day 1,Time Slot 1,35
22,CS,David Harris,927,2,Room 18,517,Day 1,Time Slot 1,35
21,CS,Joseph Carter,855,2,Room 18,518,Day 1,Time Slot 1,35
19,CS,Alice Johnson,749,2,Room 18,519,Day 1,Time Slot 1,35
19,CS,John Smith,748,2,Room 18,520,Day 1,Time Slot 1,35
21,CS,Abigail Young,979,2,Room 18,521,Day 1,Time Slot 1,35
21,CS,Joseph Carter,978,2,Room 18,522,Day 1,Time Slot 1,35
22,CS,Samantha Allen,805,2,Room 18,523,Day 1,Time Slot 1,35
20,CS,Robert Garcia,820,2,Room 18,524,Day 1,Time Slot 1,35
22,CS,David Harris,681,2,Room 18,525,Day 1,Time Slot 1,35
22,CS,Samantha Allen,682,2,Room 18,526,Day 1,Time Slot 1,35
20,CS,Emma White,821,2,Room 18,527,Day 1,Time Slot 1,35
21,CS,Joseph Carter,951,2,Room 18,528,Day 1,Time Slot 1,35
22,CS,Samantha Allen,741,2,Room 18,529,Day 1,Time Slot 1,35
20,CS,Emma White,848,2,Room 18,530,Day 1,Time Slot 1,35
20,CS,Robert Garcia,847,2,Room 18,531,Day 1,Time Slot 1,35
22,CS,David Harris,959,2,Room 18,532,Day 1,Time Slot 1,35
20,CS,Robert Garcia,724,2,Room 18,533,Day 1,Time Slot 1,35
19,CS,John Smith,101,2,Room 18,534,Day 1,Time Slot 1,35
21,CS,Joseph Carter,550,2,Room 18,535,Day 1,Time Slot 1,35
21,CS,Abigail Young,214,2,Room 18,536,Day 1,Time Slot 1,35
20,CS,Emma White,452,2,Room 18,537,Day 1,Time Slot 1,35
20,CS,Robert Garcia,451,2,Room 18,538,Day 1,Time Slot 1,35
19,CS,Alice Johnson,444,2,Room 18,539,Day 1,Time Slot 1,35
19,CS,John Smith,443,2,Room 18,540,Day 1,Time Slot 1,35
22,CS,David Harris,221,2,Room 19,541,Day 1,Time Slot 1,30
22,CS,Samantha Allen,222,2,Room 19,542,Day 1,Time Slot 1,30
19,CS,John Smith,224,2,Room 19,543,Day 1,Time Slot 1,30
21,CS,Joseph Carter,213,2,Room 19,544,Day 1,Time Slot 1,30
22,CS,Samantha Allen,436,2,Room 19,545,Day 1,Time Slot 1,30
19,CS,Alice Johnson,225,2,Room 19,546,Day 1,Time Slot 1,30
21,CS,Abigail Young,428,2,Room 19,547,Day 1,Time Slot 1,30
21,CS,Joseph Carter,427,2,Room 19,548,Day 1,Time Slot 1,30
20,CS,Robert Garcia,232,2,Room 19,549,Day 1,Time Slot 1,30
20,CS,Emma White,420,2,Room 19,550,Day 1,Time Slot 1,30
20,CS,Robert Garcia,419,2,Room 19,551,Day 1,Time Slot 1,30
20,CS,Emma White,233,2,Room 19,552,Day 1,Time Slot 1,30
19,CS,Alice Johnson,412,2,Room 19,553,Day 1,Time Slot 1,30
22,CS,David Harris,435,2,Room 19,554,Day 1,Time Slot 1,30
19,CS,John Smith,411,2,Room 19,555,Day 1,Time Slot 1,30
21,CS,Joseph Carter,459,2,Room 19,556,Day 1,Time Slot 1,30
20,CS,Emma White,206,2,Room 19,557,Day 1,Time Slot 1,30
19,CS,John Smith,502,2,Room 19,558,Day 1,Time Slot 1,30
21,CS,Abigail Young,182,2,Room 19,559,Day 1,Time Slot 1,30
22,CS,David Harris,189,2,Room 19,560,Day 1,Time Slot 1,30
22,CS,Samantha Allen,495,2,Room 19,561,Day 1,Time Slot 1,30
22,CS,David Harris,494,2,Room 19,562,Day 1,Time Slot 1,30
22,CS,Samantha Allen,190,2,Room 19,563,Day 1,Time Slot 1,30
21,CS,Abigail Young,487,2,Room 19,564,Day 1,Time Slot 1,30
21,CS,Joseph Carter,486,2,Room 19,565,Day 1,Time Slot 1,30
21,CS,Abigail Young,460,2,Room 19,566,Day 1,Time Slot 1,30
19,CS,John Smith,197,2,Room 19,567,Day 1,Time Slot 1,30
20,CS,Robert Garcia,478,2,Room 19,568,Day 1,Time Slot 1,30
19,CS,Alice Johnson,198,2,Room 19,569,Day 1,Time Slot 1,30
19,CS,Alice Johnson,471,2,Room 19,570,Day 1,Time Slot 1,30
19,CS,John Smith,470,2,Room 20,571,Day 1,Time Slot 1,25
21,CS,Joseph Carter,304,2,Room 20,572,Day 1,Time Slot 1,25
22,CS,Samantha Allen,468,2,Room 20,573,Day 1,Time Slot 1,25
22,CS,David Harris,467,2,Room 20,574,Day 1,Time Slot 1,25
20,CS,Robert Garcia,205,2,Room 20,575,Day 1,Time Slot 1,25
20,CS,Emma White,479,2,Room 20,576,Day 1,Time Slot 1,25
19,CS,Alice Johnson,503,2,Room 20,577,Day 1,Time Slot 1,25
21,CS,Joseph Carter,240,2,Room 20,578,Day 1,Time Slot 1,25
22,CS,Samantha Allen,404,2,Room 20,579,Day 1,Time Slot 1,25
19,CS,Alice Johnson,348,2,Room 20,580,Day 1,Time Slot 1,25
19,CS,John Smith,347,2,Room 20,581,Day 1,Time Slot 1,25
22,CS,David Harris,280,2,Room 20,582,Day 1,Time Slot 1,25
22,CS,Samantha Allen,345,2,Room 20,583,Day 1,Time Slot 1,25
22,CS,David Harris,344,2,Room 20,584,Day 1,Time Slot 1,25
22,CS,Samantha Allen,281,2,Room 20,585,Day 1,Time Slot 1,25
21,CS,Abigail Young,337,2,Room 20,586,Day 1,Time Slot 1,25
21,CS,Joseph Carter,336,2,Room 20,587,Day 1,Time Slot 1,25
21,CS,Abigail Young,273,2,Room 20,588,Day 1,Time Slot 1,25
19,CS,John Smith,288,2,Room 20,589,Day 1,Time Slot 1,25
20,CS,Emma White,329,2,Room 20,590,Day 1,Time Slot 1,25
20,CS,Robert Garcia,328,2,Room 20,591,Day 1,Time Slot 1,25
19,CS,Alice Johnson,321,2,Room 20,592,Day 1,Time Slot 1,25
20,CS,Robert Garcia,296,2,Room 20,593,Day 1,Time Slot 1,25
19,CS,John Smith,320,2,Room 20,594,Day 1,Time Slot 1,25
20,CS,Emma White,297,2,Room 20,595,Day 1,Time Slot 1,25
22,CS,Samantha Allen,313,2,Room 21,596,Day 1,Time Slot 1,35
22,CS,David Harris,312,2,Room 21,597,Day 1,Time Slot 1,35
19,CS,Alice Johnson,289,2,Room 21,598,Day 1,Time Slot 1,35
21,CS,Abigail Young,241,2,Room 21,599,Day 1,Time Slot 1,35
20,CS,Robert Garcia,355,2,Room 21,600,Day 1,Time Slot 1,35
21,CS,Joseph Carter,272,2,Room 21,601,Day 1,Time Slot 1,35
22,CS,David Harris,403,2,Room 21,602,Day 1,Time Slot 1,35
22,CS,David Harris,248,2,Room 21,603,Day 1,Time Slot 1,35
21,CS,Abigail Young,396,2,Room 21,604,Day 1,Time Slot 1,35
21,CS,Joseph Carter,395,2,Room 21,605,Day 1,Time Slot 1,35
22,CS,Samantha Allen,249,2,Room 21,606,Day 1,Time Slot 1,35
20,CS,Emma White,388,2,Room 21,607,Day 1,Time Slot 1,35
20,CS,Robert Garcia,387,2,Room 21,608,Day 1,Time Slot 1,35
19,CS,John Smith,256,2,Room 21,609,Day 1,Time Slot 1,35
20,CS,Emma White,356,2,Room 21,610,Day 1,Time Slot 1,35
19,CS,Alice Johnson,257,2,Room 21,611,Day 1,Time Slot 1,35
19,CS,John Smith,379,2,Room 21,612,Day 1,Time Slot 1,35
22,CS,Samantha Allen,372,2,Room 21,613,Day 1,Time Slot 1,35
22,CS,David Harris,371,2,Room 21,614,Day 1,Time Slot 1,35
20,CS,Robert Garcia,264,2,Room 21,615,Day 1,Time Slot 1,35
20,CS,Emma White,265,2,Room 21,616,Day 1,Time Slot 1,35
20,CS,Emma White,634,2,Room 21,617,Day 1,Time Slot 1,35
21,CS,Abigail Young,364,2,Room 21,618,Day 1,Time Slot 1,35
21,CS,Joseph Carter,363,2,Room 21,619,Day 1,Time Slot 1,35
19,CS,Alice Johnson,380,2,Room 21,620,Day 1,Time Slot 1,35
21,CS,Joseph Carter,181,2,Room 21,621,Day 1,Time Slot 1,35
21,CS,Abigail Young,305,2,Room 21,622,Day 1,Time Slot 1,35
20,CS,Robert Garcia,510,2,Room 21,623,Day 1,Time Slot 1,35
22,CS,Samantha Allen,618,2,Room 21,624,Day 1,Time Slot 1,35
22,CS,Samantha Allen,126,2,Room 21,625,Day 1,Time Slot 1,35
22,CS,Samantha Allen,158,2,Room 21,626,Day 1,Time Slot 1,35
22,CS,David Harris,157,2,Room 21,627,Day 1,Time Slot 1,35
20,CS,Robert Garcia,542,2,Room 21,628,Day 1,Time Slot 1,35
22,CS,David Harris,617,2,Room 21,629,Day 1,Time Slot 1,35
20,CS,Emma White,575,2,Room 21,630,Day 1,Time Slot 1,35
20,CS,Emma White,543,2,Room 22,631,Day 1,Time Slot 1,30
20,CS,Robert Garcia,574,2,Room 22,632,Day 1,Time Slot 1,30
22,CS,David Harris,125,2,Room 22,633,Day 1,Time Slot 1,30
21,CS,Abigail Young,610,2,Room 22,634,Day 1,Time Slot 1,30
21,CS,Abigail Young,551,2,Room 22,635,Day 1,Time Slot 1,30
20,CS,Robert Garcia,141,2,Room 22,636,Day 1,Time Slot 1,30
21,CS,Joseph Carter,609,2,Room 22,637,Day 1,Time Slot 1,30
21,CS,Abigail Young,150,2,Room 22,638,Day 1,Time Slot 1,30
22,CS,David Harris,558,2,Room 22,639,Day 1,Time Slot 1,30
21,CS,Joseph Carter,117,2,Room 22,640,Day 1,Time Slot 1,30
22,CS,Samantha Allen,559,2,Room 22,641,Day 1,Time Slot 1,30
21,CS,Abigail Young,118,2,Room 22,642,Day 1,Time Slot 1,30
21,CS,Joseph Carter,149,2,Room 22,643,Day 1,Time Slot 1,30
20,CS,Emma White,602,2,Room 22,644,Day 1,Time Slot 1,30
19,CS,Alice Johnson,567,2,Room 22,645,Day 1,Time Slot 1,30
20,CS,Robert Garcia,601,2,Room 22,646,Day 1,Time Slot 1,30
20,CS,Emma White,142,2,Room 22,647,Day 1,Time Slot 1,30
19,CS,Alice Johnson,535,2,Room 22,648,Day 1,Time Slot 1,30
19,CS,Alice Johnson,594,2,Room 22,649,Day 1,Time Slot 1,30
19,CS,John Smith,165,2,Room 22,650,Day 1,Time Slot 1,30
22,CS,David Harris,590,2,Room 22,651,Day 1,Time Slot 1,30
19,CS,John Smith,133,2,Room 22,652,Day 1,Time Slot 1,30
19,CS,Alice Johnson,102,2,Room 22,653,Day 1,Time Slot 1,30
20,CS,Robert Garcia,633,2,Room 22,654,Day 1,Time Slot 1,30
20,CS,Emma White,511,2,Room 22,655,Day 1,Time Slot 1,30
22,CS,Samantha Allen,591,2,Room 22,656,Day 1,Time Slot 1,30
20,CS,Emma White,174,2,Room 22,657,Day 1,Time Slot 1,30
20,CS,Robert Garcia,173,2,Room 22,658,Day 1,Time Slot 1,30
21,CS,Abigail Young,583,2,Room 22,659,Day 1,Time Slot 1,30
21,CS,Joseph Carter,518,2,Room 22,660,Day 1,Time Slot 1,30
19,CS,John Smith,534,2,Room 23,661,Day 1,Time Slot 1,25
21,CS,Abigail Young,519,2,Room 23,662,Day 1,Time Slot 1,25
19,CS,John Smith,566,2,Room 23,663,Day 1,Time Slot 1,25
19,CS,John Smith,625,2,Room 23,664,Day 1,Time Slot 1,25
19,CS,Alice Johnson,166,2,Room 23,665,Day 1,Time Slot 1,25
22,CS,Samantha Allen,527,2,Room 23,666,Day 1,Time Slot 1,25
21,CS,Joseph Carter,582,2,Room 23,667,Day 1,Time Slot 1,25
22,CS,David Harris,526,2,Room 23,668,Day 1,Time Slot 1,25
19,CS,Alice Johnson,134,2,Room 23,669,Day 1,Time Slot 1,25
19,CS,Alice Johnson,626,2,Room 23,670,Day 1,Time Slot 1,25
20,CS,Emma White,110,2,Room 23,671,Day 1,Time Slot 1,25
19,CS,John Smith,593,2,Room 23,672,Day 1,Time Slot 1,25
20,CS,Robert Garcia,109,2,Room 23,673,Day 1,Time Slot 1,25
21,EE,Mia King,120,0,Room 23,674,Day 1,Time Slot 1,25
19,EE,Emily Davis,259,0,Room 23,675,Day 1,Time Slot 1,25
21,EE,Mia King,981,0,Room 23,676,Day 1,Time Slot 1,25
20,EE,Daniel Lee,266,0,Room 23,677,Day 1,Time Slot 1,25
21,EE,Andrew Hill,119,0,Room 23,678,Day 1,Time Slot 1,25
21,EE,Mia King,890,0,Room 23,679,Day 1,Time Slot 1,25
20,EE,Olivia Hall,267,0,Room 23,680,Day 1,Time Slot 1,25
21,EE,Andrew Hill,889,0,Room 23,681,Day 1,Time Slot 1,25
22,EE,Lily Wright,989,0,Room 23,682,Day 1,Time Slot 1,25
20,EE,Daniel Lee,881,0,Room 23,683,Day 1,Time Slot 1,25
20,EE,Olivia Hall,299,0,Room 23,684,Day 1,Time Slot 1,25
20,EE,Daniel Lee,298,0,Room 23,685,Day 1,Time Slot 1,25
19,EE,Emily Davis,997,0,Room 24,686,Day 1,Time Slot 1,35
22,EE,Christopher Baker,865,0,Room 24,687,Day 1,Time Slot 1,35
19,EE,Michael Brown,996,0,Room 24,688,Day 1,Time Slot 1,35
22,EE,Lily Wright,866,0,Room 24,689,Day 1,Time Slot 1,35
19,EE,Emily Davis,291,0,Room 24,690,Day 1,Time Slot 1,35
19,EE,Michael Brown,290,0,Room 24,691,Day 1,Time Slot 1,35
19,EE,Michael Brown,103,0,Room 24,692,Day 1,Time Slot 1,35
20,EE,Olivia Hall,882,0,Room 24,693,Day 1,Time Slot 1,35
19,EE,Emily Davis,104,0,Room 24,694,Day 1,Time Slot 1,35
19,EE,Michael Brown,873,0,Room 24,695,Day 1,Time Slot 1,35
19,EE,Emily Davis,874,0,Room 24,696,Day 1,Time Slot 1,35
22,EE,Christopher Baker,282,0,Room 24,697,Day 1,Time Slot 1,35
20,EE,Daniel Lee,111,0,Room 24,698,Day 1,Time Slot 1,35
20,EE,Olivia Hall,112,0,Room 24,699,Day 1,Time Slot 1,35
19,EE,Michael Brown,258,0,Room 24,700,Day 1,Time Slot 1,35
21,EE,Mia King,275,0,Room 24,701,Day 1,Time Slot 1,35
21,EE,Andrew Hill,274,0,Room 24,702,Day 1,Time Slot 1,35
22,EE,Christopher Baker,988,0,Room 24,703,Day 1,Time Slot 1,35
22,EE,Lily Wright,283,0,Room 24,704,Day 1,Time Slot 1,35
21,EE,Andrew Hill,980,0,Room 24,705,Day 1,Time Slot 1,35
21,EE,Andrew Hill,242,0,Room 24,706,Day 1,Time Slot 1,35
22,EE,Lily Wright,251,0,Room 24,707,Day 1,Time Slot 1,35
22,EE,Christopher Baker,961,0,Room 24,708,Day 1,Time Slot 1,35
21,EE,Andrew Hill,921,0,Room 24,709,Day 1,Time Slot 1,35
21,EE,Mia King,922,0,Room 24,710,Day 1,Time Slot 1,35
22,EE,Christopher Baker,159,0,Room 24,711,Day 1,Time Slot 1,35
20,EE,Olivia Hall,208,0,Room 24,712,Day 1,Time Slot 1,35
20,EE,Daniel Lee,207,0,Room 24,713,Day 1,Time Slot 1,35
22,EE,Lily Wright,160,0,Room 24,714,Day 1,Time Slot 1,35
21,EE,Mia King,954,0,Room 24,715,Day 1,Time Slot 1,35
22,EE,Lily Wright,930,0,Room 24,716,Day 1,Time Slot 1,35
19,EE,Emily Davis,200,0,Room 24,717,Day 1,Time Slot 1,35
19,EE,Michael Brown,199,0,Room 24,718,Day 1,Time Slot 1,35
21,EE,Andrew Hill,953,0,Room 24,719,Day 1,Time Slot 1,35
19,EE,Michael Brown,167,0,Room 24,720,Day 1,Time Slot 1,35
